Season,Episode,Name
Season 1,Episode 3,jaime lannister
Season 1,Episode 3,catelyn stark
Season 1,Episode 3,eddard stark
Season 1,Episode 3,catelyn stark
Season 1,Episode 3,eddard stark
Season 1,Episode 3,catelyn stark
Season 1,Episode 3,eddard stark
Season 1,Episode 3,cersei lannister
Season 1,Episode 3,eddard stark
Season 1,Episode 3,catelyn stark
Season 1,Episode 3,eddard stark
Season 1,Episode 3,catelyn stark
Season 1,Episode 3,eddard stark
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,barristan selmy
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,barristan selmy
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,barristan selmy
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,lancel lannister
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,lancel lannister
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,jaime lannister
Season 1,Episode 3,barristan selmy
Season 1,Episode 3,jaime lannister
Season 1,Episode 3,barristan selmy
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,jaime lannister
Season 1,Episode 3,robert baratheon
Season 1,Episode 3,jaime lannister
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,viserys targaryen
Season 1,Episode 3,irri
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,irri
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,viserys targaryen
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rakharo
Season 1,Episode 3,benjen stark
Season 1,Episode 3,jon snow
Season 1,Episode 3,benjen stark
Season 1,Episode 3,jon snow
Season 1,Episode 3,benjen stark
Season 1,Episode 3,jon snow
Season 1,Episode 3,benjen stark
Season 1,Episode 3,jon snow
Season 1,Episode 3,benjen stark
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,benjen stark
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,benjen stark
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,benjen stark
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,benjen stark
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,benjen stark
Season 1,Episode 3,yoren
Season 1,Episode 3,benjen stark
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,yoren
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,irri
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,irri
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rakharo
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rakharo
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rakharo
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rakharo
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rakharo
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,irri
Season 1,Episode 3,rakharo
Season 1,Episode 3,irri
Season 1,Episode 3,rakharo
Season 1,Episode 3,irri
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,irri
Season 1,Episode 3,rakharo
Season 1,Episode 3,irri
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,rhakaro
Season 1,Episode 3,jorah mormont
Season 1,Episode 3,jon snow
Season 1,Episode 3,maester aemon
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,maester aemon
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,maester aemon
Season 1,Episode 3,jeor mormont
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,jeor mormont
Season 1,Episode 3,maester aemon
Season 1,Episode 3,jeor mormont
Season 1,Episode 3,maester aemon
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,khal drogo
Season 1,Episode 3,daenerys targaryen
Season 1,Episode 3,jon snow
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,jon snow
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,jon snow
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,jon snow
Season 1,Episode 3,tyrion lannister
Season 1,Episode 3,jon snow
Season 1,Episode 3,syrio forel
Season 1,Episode 3,arya stark
Season 1,Episode 3,syrio forel
Season 1,Episode 3,syrio forel
Season 1,Episode 3,arya stark
Season 1,Episode 3,syrio forel
Season 1,Episode 3,arya stark
Season 1,Episode 3,syrio forel
Season 1,Episode 3,arya stark
Season 1,Episode 3,syrio forel
Season 1,Episode 3,arya stark
Season 1,Episode 3,syrio forel
Season 1,Episode 3,syrio forel
Season 1,Episode 4,old nan
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,bran stark
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,bran stark
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,robb stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,robb stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,maester luwin
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,robb stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,bran stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,bran stark
Season 1,Episode 4,maester luwin
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,bran stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,bran stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,robb stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,robb stark
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,theon greyjoy
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,jon snow
Season 1,Episode 4,grenn
Season 1,Episode 4,pyp
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,sam tarly
Season 1,Episode 4,rast
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,sam tarly
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,jon snow
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,jon snow
Season 1,Episode 4,grenn
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,pyp
Season 1,Episode 4,grenn
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,grenn
Season 1,Episode 4,sam tarly
Season 1,Episode 4,grenn
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,grenn
Season 1,Episode 4,pyp
Season 1,Episode 4,grenn
Season 1,Episode 4,pyp
Season 1,Episode 4,grenn
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,sansa stark
Season 1,Episode 4,janos slynt
Season 1,Episode 4,eddard stark
Season 1,Episode 4,janos slynt
Season 1,Episode 4,varys
Season 1,Episode 4,renly baratheon
Season 1,Episode 4,janos slynt
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,janos slynt
Season 1,Episode 4,eddard stark
Season 1,Episode 4,varys
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,grand maester pycelle
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,eddard stark
Season 1,Episode 4,arya stark
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,eddard stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,jory cassel
Season 1,Episode 4,hugh of vale
Season 1,Episode 4,jory cassel
Season 1,Episode 4,hugh of vale
Season 1,Episode 4,jory cassel
Season 1,Episode 4,hugh of vale
Season 1,Episode 4,jory cassel
Season 1,Episode 4,eddard stark
Season 1,Episode 4,jory cassel
Season 1,Episode 4,eddard stark
Season 1,Episode 4,tobho mott
Season 1,Episode 4,eddard stark
Season 1,Episode 4,tobho mott
Season 1,Episode 4,eddard stark
Season 1,Episode 4,tobho mott
Season 1,Episode 4,eddard stark
Season 1,Episode 4,gendry baratheon
Season 1,Episode 4,tobho mott
Season 1,Episode 4,gendry baratheon
Season 1,Episode 4,tobho mott
Season 1,Episode 4,eddard stark
Season 1,Episode 4,gendry baratheon
Season 1,Episode 4,eddard stark
Season 1,Episode 4,gendry baratheon
Season 1,Episode 4,eddard stark
Season 1,Episode 4,gendry baratheon
Season 1,Episode 4,eddard stark
Season 1,Episode 4,gendry baratheon
Season 1,Episode 4,eddard stark
Season 1,Episode 4,jory cassel
Season 1,Episode 4,eddard stark
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,robert baratheon
Season 1,Episode 4,jory cassel
Season 1,Episode 4,jaime lannister
Season 1,Episode 4,grenn
Season 1,Episode 4,jon snow
Season 1,Episode 4,pyp
Season 1,Episode 4,jon snow
Season 1,Episode 4,pyp
Season 1,Episode 4,jon snow
Season 1,Episode 4,rast
Season 1,Episode 4,jon snow
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,grenn
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,doreah
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,irri
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,viserys targaryen
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,jon snow
Season 1,Episode 4,sam tarly
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,sam tarly
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,jon snow
Season 1,Episode 4,alliser thorne
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,jorah mormont
Season 1,Episode 4,daenerys targaryen
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,arya stark
Season 1,Episode 4,sansa stark
Season 1,Episode 4,septa mordane
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,robert baratheon
Season 1,Episode 4,sansa stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,sansa stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,robert baratheon
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,sansa stark
Season 1,Episode 4,petyr baelish
Season 1,Episode 4,jory cassel
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,eddard stark
Season 1,Episode 4,cersei lannister
Season 1,Episode 4,marillion
Season 1,Episode 4,catelyn stark
Season 1,Episode 4,rodrick cassel
Season 1,Episode 4,marillion
Season 1,Episode 4,rodrick cassel
Season 1,Episode 4,marillion
Season 1,Episode 4,masha heddle
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,masha heddle
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,bronn
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,yoren
Season 1,Episode 4,marillion
Season 1,Episode 4,tyrion lannister
Season 1,Episode 4,masha heddle
Season 1,Episode 4,catelyn stark
Season 1,Episode 4,knight of house whent
